Adding: Name Gender Date of birth Telephone Postal code 
Adding: Abdiel Zadorozhnyi M 27-1-1968 519 669 2402 N2L 2C8 
Adding: Deborah Spoon M 18-9-1967 519 572 2520 N2L 4B5 
Adding: Mohamed Sarisbury M 7-11-1985 519 157 6994 N2L 1S6 
Adding: Aliyah Kong F 27-2-1969 519 353 4282 N2L 3O9 
Adding: Alec Wong M 14-1-1984 519 403 8617 N2L 6Z5 
Adding: Odalys Gottberg F 7-7-1967 519 147 8875 N2L 1V6 
Adding: Deandre Sawyer M 17-1-1978 519 107 6407 N2L 9I1 
Adding: Kaliyah Oleksei F 8-2-1980 519 704 8098 N2L 3F1 
Adding: Judith Richmond F 21-12-1969 519 504 654 N2L 3O9 
Adding: Joey Rosen M 24-11-1973 519 229 8105 N2L 5S1 
Adding: Jolie Kwang F 13-9-1974 519 894 1061 N2L 1Q3 
Adding: Derrick Elliott M 20-8-1975 519 479 8664 N2L 9O4 
Adding: Nicolette Ferrari F 10-12-1972 519 324 2727 N2L 8Z1 
Adding: Phillip Whitney M 12-5-1981 519 832 1591 N2L 1B8 
Adding: Jessie Rowena F 15-6-1965 519 606 4885 N2L 2Z5 
Adding: Jeanette Donkova F 2-6-1982 519 377 3248 N2L 8J6 
Adding: Kalyn Waldgrave F 7-1-1964 519 535 6721 N2L 1Q5 
Adding: Monique Archer F 4-7-1975 519 57 4669 N2L 9A7 
Adding: Dion Elings M 27-6-1976 519 211 5674 N2L 8G4 
Adding: Tomas Marino M 21-10-1966 519 127 3213 N2L 1A7 
Adding: Aliya Tokarev F 14-12-1960 519 311 5822 N2L 2V6 
Adding: Maddison Frobisher F 24-2-1988 519 483 9022 N2L 7Y9 
Adding: Nasir Giertz M 28-5-1969 519 162 7982 N2L 9H2 
Adding: Tyson Jardin M 4-5-1971 519 371 0054 N2L 2B4 
Adding: Dale Rowena M 27-6-1969 519 18 2014 N2L 6N9 
Adding: Abraham Robert M 23-4-1972 519 317 5975 N2L 8F1 
Adding: Jimena Coello F 24-12-1977 519 647 2727 N2L 6Z8 
Adding: Jena Cervito F 26-2-1975 519 187 4882 N2L 8V3 
Adding: Madeline Esposito F 22-1-1964 519 843 390 N2L 9G3 
Adding: Jovani Clough M 26-8-1969 519 67 3344 N2L 2N6 
Adding: Peyton Day M 7-11-1975 519 608 2150 N2L 9A7 
Adding: Mandy Barishnikov F 14-4-1966 519 607 1866 N2L 1L5 
Adding: Mohamed Weiss M 18-12-1988 519 512 9092 N2L 7Y9 
Adding: Shemeka Latorre M 11-12-1969 519 706 2978 N2L 6B7 
Adding: Jase Meyer M 19-2-1984 519 586 7057 N2L 6Z5 
Adding: Israel Lepechin M 3-2-1968 519 553 4678 N2L 2R2 
Adding: Bridget Fern M 6-2-1992 519 171 0030 N2L 4B0 
Adding: Colton Reichmann M 20-4-1960 519 280 2335 N2L 1A6 
Adding: Micaela Randolph F 7-6-1973 519 543 3380 N2L 1R4 
Adding: Maeve Conti F 3-6-1974 519 320 6024 N2L 8G6 
Adding: Marcella Rudine F 5-11-1970 519 208 1356 N2L 8R6 
Adding: Deanna Carter F 1-1-1984 519 459 3457 N2L 1N8 
Adding: Shane Kokorev M 21-7-1979 519 528 5594 N2L 5W4 
Adding: Mikki Blakeslee M 20-7-1981 519 016 0017 N2L 9B8 
Adding: Isiah Rossi M 12-12-1978 519 107 1019 N2L 7G3 
Adding: Mallory Stein F 26-1-1987 519 230 6111 N2L 7H9 
Adding: Alessandro Proctor M 16-11-1968 519 465 1412 N2L 6H2 
Adding: Joanna Klaas F 9-4-1974 519 97 7376 N2L 8G6 
Adding: Kaitlin Kim F 18-2-1984 519 443 4570 N2L 9W5 
Adding: Darius Schuster M 9-11-1986 519 751 3428 N2L 8N6 
Adding: Karmen Shehane M 21-8-1983 519 034 8936 N2L 6B7 
Adding: Claudia Gordon F 20-4-1969 519 791 6403 N2L 6N9 
Adding: Mariana Stern F 20-9-1984 519 189 2239 N2L 9B2 
Adding: Josie Waldgrave F 23-5-1966 519 439 8924 N2L 9F2 
Adding: Terresa Daye M 8-8-1974 519 162 0511 N2L 9B8 
Adding: Dasia Gan F 6-2-1964 519 765 8751 N2L 1N1 
Adding: Jevon Wee M 10-2-1984 519 772 7563 N2L 2H7 
Adding: Jeremiah Meier M 22-9-1964 519 788 7533 N2L 1N1 
Adding: Jamison Fleischer M 1-1-1987 519 213 5770 N2L 2D4 
Adding: Josephine Goldstein F 5-12-1970 519 504 3400 N2L 6I9 
Adding: Cristina Wu F 18-2-1964 519 355 6915 N2L 1N1 
Adding: Abigayle Kellogg  F 16-11-1962 519 59 6956 N2L 1Z9 
Adding: Jayda Kuper F 10-3-1978 519 481 547 N2L 1N5 
Adding: Jacob Rylander M 8-11-1970 519 460 7567 N2L 2U4 
Adding: Karla Randulph F 2-3-1984 519 364 419 N2L 9B2 
Adding: Dorothy Rodham F 18-4-1962 519 279 1714 N2L 8P5 
Adding: Perry Shoemaker M 19-1-1976 519 302 2934 N2L 5O2 
Adding: Corbin Stapleton M 6-5-1979 519 686 4294 N2L 5W4 
Adding: Pablo Teo M 17-3-1966 519 491 8658 N2L 7U7 
Adding: Jakobe Weimer  M 15-3-1970 519 336 8231 N2L 3C7 
Adding: Johanna Wood F 25-11-1981 519 570 5497 N2L 1B8 
Adding: Hassan Russell M 3-4-1974 519 77 9 N2L 7P3 
Adding: Alejandra Cobo F 20-2-1964 519 44 8690 N2L 6E2 
Adding: Mireya Randal F 12-8-1987 519 604 6688 N2L 2D4 
Adding: Mohammed Clare M 1-1-1972 519 727 8225 N2L 8F1 
Adding: Alisa Zacharov F 20-2-1982 519 66 5152 N2L 4I4 
Adding: Madyson Baronova F 14-3-1961 519 487 2540 N2L 4H5 
Adding: Joe Kokorev M 26-7-1973 519 86 5560 N2L 8X5 
Adding: Myah Reynard F 20-1-1961 519 858 7005 N2L 1G3 
Adding: Deja Lin F 13-6-1985 519 578 7879 N2L 9E4 
Adding: Junior Cobo M 15-4-1977 519 518 7637 N2L 6Z8 
Adding: Maia Hoover F 10-4-1974 519 335 1155 N2L 1Q3 
Adding: Joana Reinard F 28-9-1988 519 414 4182 N2L 6E1 
Adding: Mohammad Cotto M 6-6-1975 519 760 4210 N2L 4Z4 
Adding: Corey Dyer M 6-10-1985 519 768 1011 N2L 6Q2 
Adding: Kaitlin Ralph F 19-11-1978 519 510 3441 N2L 7G3 
Adding: Norah Cokley M 1-1-1980 519 337 2705 N2L 6B1 
Adding: Elinor Mesa M 22-2-1983 519 917 0046 N2L 3B4 
Adding: Octavio Elings M 26-4-1981 519 135 3984 N2L 6B3 
Adding: Marcella Sternberg F 19-3-1964 519 276 5331 N2L 1Q5 
Adding: Jennifer Khong F 5-8-1965 519 220 3273 N2L 2J5 
Adding: Jaylene Nelson F 3-2-1985 519 451 4712 N2L 1I1 
Adding: Odalys Susskind F 9-6-1969 519 761 294 N2L 9M8 
Adding: Maliyah Olevsky F 4-5-1985 519 545 5632 N2L 1S6 
Adding: Cory Plessis M 22-12-1975 519 138 1183 N2L 9I6 
Adding: Connor Waldenburg M 10-7-1981 519 594 5227 N2L 2P8 
Adding: Shamar Dabney M 21-6-1968 519 493 8909 N2L 3F6 
Adding: Elisabetha Shiell F 4-11-1975 519 581 98 N2L 9A7 
Adding: Madeleine Schuhmacher F 2-3-1969 519 545 7201 N2L 5U3 
Adding: Derick Cortes M 18-12-1980 519 180 5166 N2L 8V5 
Adding: Dimitri Barabanschikova M 18-1-1984 519 546 8495 N2L 2H7 
Adding: Daisy Archer F 22-9-1980 519 628 2071 N2L 6T6 
Adding: Maria Walter F 5-6-1988 519 634 4548 N2L 7Y9 
Adding: Jocelyn Cotto F 6-2-1963 519 178 1496 N2L 4B6 
Adding: Harley Reichmann M 4-5-1975 519 126 1757 N2L 5L3 
Adding: Maritza Wildey M 21-11-1986 519 730 1262 N2L 6B9 
Adding: Jabari Nelson M 11-7-1962 519 373 3195 N2L 1L9 
Adding: Deshawn Wheat M 13-11-1974 519 741 5789 N2L 3G1 
Adding: Nelson Steinberg M 11-4-1973 519 178 1833 N2L 1R4 
Adding: Jayden Bower F 12-2-1972 519 656 5740 N2L 8F1 
Adding: Matthew Onopco M 25-1-1981 519 642 2945 N2L 1B8 
Adding: Jack Ulyanov M 11-11-1968 519 354 8051 N2L 2C8 
Adding: Sybil Baggs M 11-4-1985 519 044 0688 N2L 7B2 
Adding: Adrian Klaas M 7-2-1978 519 540 8578 N2L 1N5 
Adding: Nina Wein F 26-12-1964 519 403 8073 N2L 9E6 
Adding: Jeffery Carver M 20-1-1980 519 608 6362 N2L 6T6 
Adding: Owen Koikov M 3-3-1978 519 148 4453 N2L 6K8 
Adding: Markus Huang M 26-9-1962 519 594 8991 N2L 1L9 
Adding: Olivia Clinton F 6-1-1974 519 485 2248 N2L 8G6 
Adding: Payton Goh M 22-4-1979 519 801 5636 N2L 2T9 
Adding: Jennifer Baranova F 3-5-1972 519 809 1768 N2L 8Z1 
Adding: Jovani Carascon M 14-5-1966 519 673 3617 N2L 7U7 
Adding: Philip Ricci M 10-8-1983 519 672 2178 N2L 2M1 
Adding: Treva Vose M 2-9-1975 519 300 6686 N2L 8B6 
Adding: Colt Chong M 12-4-1988 519 488 3642 N2L 9R9 
Adding: Adeline Read F 21-5-1975 519 518 7999 N2L 4Z4 
Adding: Mollie Klein F 8-2-1968 519 70 2919 N2L 7U5 
Adding: Andres Cowans M 7-5-1980 519 713 4998 N2L 7B0 
Adding: Mariam Neuberger F 11-3-1972 519 478 6169 N2L 8Q5 
Adding: Garth Brinton M 10-12-1976 519 228 8218 N2L 8B6 
Adding: Micah Capetillo M 1-2-1984 519 869 1325 N2L 3L6 
Adding: Aja Grant F 13-8-1969 519 524 53 N2L 4F1 
Adding: Kaelyn Barishnikov F 25-8-1963 519 569 4128 N2L 5P4 
Adding: Darryl Teo M 5-4-1963 519 813 540 N2L 4W3 
Adding: Derek Capetillo M 7-7-1973 519 748 8771 N2L 1Y4 
Adding: Humberto Nuthall M 4-8-1973 519 633 8204 N2L 3C6 
Adding: Deven Castro M 20-5-1984 519 524 110 N2L 5O2 
Adding: Kade Dorogaia M 13-9-1966 519 432 9073 N2L 6B6 
Adding: Martin Carascon M 5-5-1970 519 455 1390 N2L 3C7 
Adding: Malia Sommer F 5-6-1982 519 784 8502 N2L 8J3 
Adding: Xiomara Jessup M 16-8-1970 519 932 3898 N2L 0B2 
Adding: Lou Deal M 27-4-1985 519 669 7183 N2L 4B4 
Adding: Mitchell Gutierrez M 21-11-1977 519 210 1885 N2L 2Q9 
Adding: Hank Dorfman M 22-2-1963 519 955 0101 N2L 1B7 
Adding: Jerry Murgatroyd M 25-5-1981 519 744 7585 N2L 4R5 
Adding: Izaiah Skeffington M 5-8-1965 519 387 6400 N2L 2J5 
Adding: Darrin Kolotcha M 4-9-1960 519 317 4923 N2L 2V6 
Adding: Margaret Bauer F 16-11-1978 519 715 5493 N2L 8T8 
Adding: Oliver Meyer M 16-3-1981 519 766 8370 N2L 4R5 
Adding: Jarred Grant M 8-1-1975 519 515 3662 N2L 9A7 
Adding: Malia Tokarev F 26-11-1964 519 852 5184 N2L 4I3 
Adding: Justyn Klaas M 13-10-1965 519 274 3184 N2L 2J5 
Adding: Jolie Klein F 18-2-1975 519 166 8173 N2L 8V3 
Adding: Marquise Clowes M 16-1-1979 519 259 5155 N2L 2T9 
Adding: Julia Zhao F 25-4-1987 519 821 8431 N2L 9A2 
Adding: Ivan Lykins M 12-5-1968 519 54 2605 N2L 6H2 
Adding: Conner Chausova M 1-12-1976 519 64 5938 N2L 5O2 
Adding: Cruz Ricard M 24-11-1970 519 879 127 N2L 3C7 
Adding: Mahmood Raafi M 4-4-1977 519 190 7250 N2L 4Q8 
Adding: Mallory Baker F 6-10-1971 519 307 7371 N2L 4K6 
Adding: Micheal Cabrera M 21-7-1964 519 694 11 N2L 9G3 
Adding: Jagger Huang M 10-6-1969 519 848 4032 N2L 9H2 
Adding: Mariam Chin F 16-7-1964 519 203 3169 N2L 2V6 
Adding: Johana Ford F 26-9-1960 519 4 3071 N2L 3P3 
Adding: Adriana Weiner F 6-1-1975 519 627 2733 N2L 4Z4 
Adding: Dalton Rodland M 26-11-1980 519 165 9085 N2L 6I4 
Adding: Alessandro Plessis M 17-4-1978 519 848 8175 N2L 8T8 
Adding: Kate Campoy F 5-8-1981 519 173 1878 N2L 1B8 
Adding: Jenny Cheever F 5-5-1985 519 610 8588 N2L 9A5 
Adding: Devyn Huang M 25-7-1965 519 105 8386 N2L 2J5 
Adding: Cristal Koh F 4-7-1982 519 675 6726 N2L 4I4 
Adding: Alicia Ward F 2-10-1964 519 99 2438 N2L 9G3 
Adding: Jazmin Willem F 20-4-1969 519 740 1881 N2L 2N6 
Adding: Marcel Ashford M 16-10-1988 519 36 9034 N2L 1T4 
Adding: Karl Eisenhower M 23-10-1988 519 179 418 N2L 7Y9 
Adding: Jamel Cheney M 13-2-1964 519 766 4740 N2L 1N1 
Adding: Nina Zhang F 28-11-1971 519 463 4409 N2L 4H7 
Adding: Isaiah Elings M 17-12-1968 519 476 3991 N2L 2C8 
Adding: Journey Jacob F 26-7-1985 519 642 4861 N2L 9A5 
Adding: Mariam Goung F 14-12-1982 519 224 1483 N2L 6R1 
Adding: Mari Lee F 26-5-1987 519 347 1573 N2L 1Y8 
Adding: Alisha Rousseau F 15-3-1980 519 498 6598 N2L 8G3 
Adding: Derrick Sternberg M 22-7-1974 519 135 1720 N2L 4N5 
Adding: Julian Klaas M 18-5-1978 519 241 5796 N2L 9I1 
Adding: Makenzie Carpenter F 18-1-1982 519 340 8875 N2L 5J7 
Adding: Colby Heilemann M 26-8-1970 519 259 8919 N2L 5B5 
Adding: Derick Murgatroyd M 25-7-1970 519 432 4810 N2L 3C7 
Adding: Oscar Rollin M 22-7-1981 519 590 3407 N2L 1B8 
Adding: Rhiannon Eiland M 18-12-1981 519 925 3464 N2L 4B4 
Adding: Kasandra Weinberger F 21-12-1981 519 530 449 N2L 6B5 
Adding: Maximus Dangerfield M 23-8-1970 519 147 318 N2L 2U4 
Adding: Darin Golden M 21-12-1977 519 308 7012 N2L 6Z8 
Adding: Devyn Antyuhin F 20-10-1980 519 292 5788 N2L 8G3 
Adding: Cristopher Vicknair M 13-12-1973 519 690 3621 N2L 1B9 
Adding: Makenzie Gallo F 1-4-1972 519 220 4296 N2L 3M9 
Adding: Natalie Leontev F 22-2-1987 519 323 1148 N2L 9A2 
Adding: Madalynn Shiell F 15-12-1987 519 699 5740 N2L 1Y8 
Adding: Makenzie Whiting F 12-8-1974 519 840 2719 N2L 1Q3 
Adding: Joselyn Wu F 26-3-1978 519 109 961 N2L 9I1 
Adding: Marcus Chavez M 18-5-1965 519 429 6918 N2L 4Z6 
Adding: Marceline Leedy M 3-1-1960 519 635 2735 N2L 2B5 
Adding: Darnell Coffman M 23-4-1981 519 276 9019 N2L 7T1 
Adding: Isaak Cobo M 26-1-1969 519 883 1465 N2L 2N6 
Adding: Alia Mayer F 7-8-1966 519 458 6437 N2L 1L5 
Adding: Jadon Ukhtomsky M 7-12-1988 519 851 7030 N2L 9B3 
Adding: Eleanore Magnusson M 1-7-1974 519 294 3844 N2L 3B0 
Adding: Harry Castro M 4-10-1978 519 5 8124 N2L 1N5 
Adding: Daniella Huber F 8-5-1961 519 146 9026 N2L 4H5 
Adding: Jose Girard M 27-7-1979 519 890 1584 N2L 5J1 
Adding: Jessie Sarisbury M 12-4-1966 519 411 4375 N2L 2C7 
Adding: Abril Plessis F 14-9-1988 519 803 132 N2L 8K6 
Adding: Markus Theobald M 5-9-1976 519 423 5666 N2L 9R3 
Adding: Melvin Klein M 12-2-1972 519 842 953 N2L 8Q5 
Adding: Micheal Leach M 23-12-1978 519 323 905 N2L 6C4 
Adding: Darian Tokarev M 10-9-1980 519 882 2046 N2L 8G3 
Adding: Madelynn Conti F 10-6-1968 519 690 2603 N2L 2C8 
Adding: Aliya Cervito F 27-1-1970 519 87 200 N2L 1K4 
Adding: Jamie Conti M 11-5-1982 519 424 4142 N2L 8J6 
Adding: Sherry Searle M 18-4-1976 519 909 4349 N2L 2B8 
Adding: Deja Goldberg F 1-8-1969 519 345 7530 N2L 9M8 
Adding: Neil Barabanschikova M 6-8-1982 519 654 695 N2L 8J6 
Adding: Orion Koh M 21-4-1979 519 319 7130 N2L 5J1 
Adding: Jessie Caufapo F 27-1-1974 519 790 8510 N2L 6E8 
Adding: Desmond Tomlin M 12-4-1967 519 587 2020 N2L 6P3 
Adding: Cornelius Dorogaia M 26-10-1976 519 155 6393 N2L 4T6 
Adding: Kassandra Metzger F 20-6-1964 519 343 337 N2L 9E6 
Adding: Ismael Zacharov M 6-4-1963 519 485 584 N2L 1A8 
Adding: Maggie Maartens F 22-8-1979 519 410 5155 N2L 3G3 
Adding: Nora Danielson F 24-2-1961 519 808 1570 N2L 6A2 
Adding: Madelyn Meier F 5-1-1960 519 342 8780 N2L 2V6 
Adding: Alexys Barabanschikova F 7-3-1972 519 281 3058 N2L 3M9 
Adding: Darian Tomlin M 16-3-1973 519 535 568 N2L 8X5 
Adding: Diana Gan F 11-2-1977 519 289 882 N2L 4T2 
Adding: Joshua Dangerfield M 28-4-1966 519 105 4956 N2L 7U7 
Adding: Kaelyn Eisenhower F 19-1-1961 519 762 5008 N2L 7L6 
Adding: Madilyn Trinder F 17-6-1978 519 231 5649 N2L 8T8 
Adding: Miriam Maartens F 8-2-1962 519 351 2105 N2L 1Z9 
Adding: Dimitri Wong M 10-8-1987 519 490 898 N2L 1Y8 
Adding: Jerry Archer M 25-1-1969 519 445 3897 N2L 6Y9 
Adding: Alan Schuhmacher M 7-1-1979 519 445 5339 N2L 1L4 
Adding: Holden Clinton M 22-1-1977 519 222 981 N2L 5E6 
Adding: Jamar Gouw M 1-7-1977 519 905 4228 N2L 9J2 
Adding: Mandy Wickliff F 21-3-1974 519 622 6016 N2L 4U6 
Adding: Perry Wolf M 24-1-1961 519 354 2137 N2L 7L6 
Adding: Howard Hagstedt M 16-8-1967 519 448 6364 N2L 6L7 
Adding: Jenny Reichmann F 4-2-1973 519 272 6357 N2L 1Y4 
Adding: Joe Caufapo M 17-3-1988 519 479 6534 N2L 8L8 
Adding: Isaias Gottberg M 19-8-1969 519 614 6535 N2L 6N9 
Adding: Luis Shuster M 1-2-1969 519 237 4564 N2L 2F3 
Adding: Abigail Coello F 5-6-1987 519 612 1903 N2L 1Y8 
Adding: Aiden Wolf M 14-2-1985 519 856 3445 N2L 1I1 
Adding: Julio Cortes M 22-6-1976 519 185 1202 N2L 4T6 
Adding: Maia Koh F 27-10-1968 519 688 1789 N2L 3A3 
Adding: Mallory Abramova F 28-6-1971 519 139 5333 N2L 6R9 
Adding: Nicolette Cherchesov F 11-6-1978 519 815 2175 N2L 9A3 
Adding: Nathalie Kochuokova F 4-11-1963 519 808 3047 N2L 3U2 
Adding: Gurdial Kaur Brar F 7-3-1977 519 701 2298 N2L 5E6 
Adding: Jennifer Ho F 25-5-1981 519 776 7878 N2L 7T1 
Adding: Makaila Clare F 23-4-1979 519 797 4016 N2L 5F8 
Adding: Josh Wu M 1-6-1979 519 742 4386 N2L 1L4 
Adding: Stephnie Fenstermaker M 2-7-1962 519 391 1442 N2L 7B4 
Adding: Daisy Wu F 16-9-1974 519 393 4120 N2L 7P3 
Adding: Davin Esposito M 10-5-1967 519 317 1029 N2L 7Q7 
Adding: Kallie Campos F 14-9-1972 519 438 8129 N2L 8Q5 
Adding: Aja Koh F 25-2-1980 519 294 6606 N2L 8V5 
Adding: Otto Rowley M 11-7-1981 519 500 6700 N2L 6F6 
Adding: Joseph Wischard M 3-11-1981 519 378 4912 N2L 6B3 
Adding: Karli Sawyer F 11-4-1980 519 442 1430 N2L 3T2 
Adding: Ainsley Klyugin F 2-4-1966 519 2 7362 N2L 7F4 
Adding: Hayden Kuper M 21-8-1970 519 56 7576 N2L 1K4 
Adding: Julissa Marais F 4-4-1968 519 207 1040 N2L 2C8 
Adding: Joshua Campos M 13-10-1983 519 430 2134 N2L 8E8 
Adding: Orion Mancini M 1-1-1975 519 158 7109 N2L 8V3 
Adding: Deonte Russell M 17-2-1972 519 868 5937 N2L 3M9 
Adding: Joelle Chaves F 28-3-1984 519 801 856 N2L 5Z4 
Adding: Nia Peter F 8-9-1963 519 691 6549 N2L 7W8 
Adding: Octavio Butcher M 19-7-1962 519 744 3920 N2L 1L9 
Adding: Akiko Gatti M 19-6-1983 519 605 1891 N2L 3B6 
Adding: Katelin Chandler F 11-4-1964 519 630 8731 N2L 9E6 
Adding: Madalynn Carpenter F 23-8-1970 519 905 507 N2L 8R6 
Adding: Colt Chazov M 2-12-1974 519 161 2130 N2L 4N5 
Adding: Alissa Giordano F 26-6-1960 519 868 2802 N2L 1A6 
Adding: Alisha Brandt F 15-11-1962 519 269 1693 N2L 2J4 
Adding: Jolie Read F 8-10-1964 519 524 5660 N2L 6E2 
Adding: Deanna Crippen F 22-7-1977 519 259 4990 N2L 5E6 
Adding: Jerome Thomas M 24-9-1972 519 248 5627 N2L 8Z1 
Adding: Conrad Archer M 23-2-1982 519 701 180 N2L 4I4 
Adding: Addison Koikov M 19-2-1969 519 766 7684 N2L 9M8 
Adding: Orlando Chazov M 15-11-1986 519 764 3646 N2L 8N6 
Adding: Aja Nauman F 11-10-1968 519 448 848 N2L 3A3 
Adding: Mariah Cortes F 12-4-1977 519 251 2028 N2L 6Z8 
Adding: Joaquin Kan M 26-5-1979 519 532 1699 N2L 8W5 
Adding: Malia Castro F 5-11-1975 519 208 4585 N2L 5U4 
Adding: Jayda Butcher F 6-8-1979 519 216 1902 N2L 2T9 
Adding: Irvin Cooper M 12-2-1971 519 331 2749 N2L 5G1 
Adding: Jamison Girard M 16-4-1972 519 541 6879 N2L 3S9 
Adding: Thaddeus Cobo M 18-2-1965 519 200 5693 N2L 4Z6 
Adding: Clifton Stwalley M 16-4-1968 519 826 3745 N2L 2C8 
Adding: Juana Douglass M 12-10-1971 519 399 4397 N2L 8B3 
Adding: Jordan  Dangerfield F 12-6-1967 519 323 8960 N2L 4M5 
Adding: Jong Beaulieu M 9-12-1991 519 643 4802 N2L 4B7 
Adding: Jarod Hill M 11-6-1974 519 98 4866 N2L 7P3 
Adding: Christine Antyuhin F 2-4-1967 519 47 2809 N2L 4M5 
Adding: Dayna Moir M 11-11-1964 519 703 8838 N2L 8B6 
Adding: Cody Proctor M 4-1-1977 519 189 557 N2L 1L6 
Adding: Montana Roderick F 11-4-1968 519 14 4513 N2L 7U5 
Adding: Jenifer Lin F 3-1-1966 519 839 7292 N2L 1F4 
Adding: Riley Picou M 25-10-1972 519 674 3227 N2L 8B8 
Adding: Cristian Vasser M 8-8-1966 519 313 2857 N2L 7F4 
Adding: Nataly Hoe F 4-7-1972 519 534 8852 N2L 3S9 
Adding: Jenny Chaplin F 7-2-1971 519 852 233 N2L 4K6 
Adding: Ivan Bailey M 16-9-1988 519 269 3864 N2L 9R9 
Adding: Adriana Coello F 6-1-1971 519 14 4720 N2L 5G1 
Adding: Janean Mckitrick M 23-10-1967 519 919 1826 N2L 0B1 
Adding: Maverick Weller M 18-9-1984 519 347 2336 N2L 1N8 
Adding: Elisabetha Coello F 28-8-1981 519 579 5747 N2L 2P8 
Adding: Katarina Clough F 15-10-1972 519 69 5460 N2L 6G9 
Adding: Nicole Kuang F 17-7-1987 519 504 7149 N2L 1Y8 
Adding: Darby Chen F 19-10-1969 519 198 3116 N2L 3O9 
Adding: Jaylin Koch F 8-1-1964 519 690 5934 N2L 8U6 
Adding: Jarrett Kokorev M 3-6-1974 519 550 4467 N2L 6E8 
Adding: Kaitlin Skeffington F 4-8-1975 519 806 8993 N2L 4P2 
Adding: Denise Ralph F 14-4-1977 519 577 7487 N2L 5E6 
Adding: Jaylene Crippen F 17-2-1966 519 275 3064 N2L 9F2 
Adding: Jaylon Gordon M 13-6-1977 519 674 3155 N2L 1L6 
Adding: Jaquez Nieman M 13-10-1982 519 322 7536 N2L 8J6 
Adding: Dana Wheat F 22-9-1970 519 543 5172 N2L 8R6 
Adding: Neal Bianchi M 14-11-1969 519 94 398 N2L 2N6 
Adding: Christine Reimers F 8-11-1988 519 174 8175 N2L 8L8 
Adding: Jolie Grosheva F 6-10-1963 519 19 7885 N2L 4B6 
Adding: Destini Wu F 3-11-1974 519 559 3301 N2L 4U6 
Adding: Aaliyah Jacob F 1-2-1964 519 404 3507 N2L 7E9 
Adding: Nathaniel Shiell M 22-5-1986 519 278 3877 N2L 8N6 
Adding: Darlene Waldenburg F 6-12-1972 519 670 8098 N2L 6G9 
Adding: Madyson Danielson F 15-6-1969 519 172 76 N2L 2F3 
Adding: Mikayla Ulyanov F 24-9-1984 519 436 7369 N2L 2H7 
Adding: Maria Romano F 7-9-1985 519 692 7947 N2L 8S8 
Adding: Makena Baranova F 8-8-1988 519 663 5349 N2L 9B3 
Adding: Maximo Reynold M 13-10-1975 519 48 4680 N2L 5U4 
Adding: Oscar Crippen M 14-10-1984 519 373 4000 N2L 2H7 
Adding: Monica Rylander F 6-3-1985 519 534 3514 N2L 9E4 
Adding: Maggie Yule F 15-6-1963 519 298 5749 N2L 5P4 
Adding: Alex Weiss M 24-8-1972 519 248 5151 N2L 8Z1 
Adding: Domenic Anissina M 12-12-1966 519 544 5594 N2L 1F4 
Adding: Kaleigh Kuan F 21-3-1968 519 814 4673 N2L 1H9 
Adding: Kulwant Kaur Dhalival F 7-7-1972 519 642 1007 N2L 3S9 
Adding: Damian Barishnikov M 5-6-1963 519 62 1779 N2L 5P4 
Adding: Johanna Read F 11-5-1982 519 687 3801 N2L 9R4 
Adding: Jena Wong F 14-2-1977 519 577 798 N2L 1L6 
Adding: Josue Cervito M 7-11-1962 519 674 4210 N2L 2J4 
Adding: Shane Mancini M 17-1-1964 519 495 2086 N2L 9E6 
Adding: Aldo Crippen M 12-11-1985 519 328 453 N2L 1S6 
Adding: Lessie Cribb M 22-10-1977 519 216 4225 N2L 6B2 
Adding: Abagail Fogleman F 21-8-1961 519 48 1152 N2L 5M1 
Adding: Philip Meier M 9-2-1969 519 40 5753 N2L 5U3 
Adding: Isaiah Weitzman M 4-3-1961 519 875 4220 N2L 4W6 
Adding: Jayla Antonucci F 21-11-1987 519 109 7200 N2L 9A2 
Adding: Juan Wong M 12-1-1969 519 522 3592 N2L 4F1 
Adding: Mariah Ng F 26-10-1977 519 362 9048 N2L 3D2 
Adding: Maribel Smith F 17-12-1967 519 711 1494 N2L 1V6 
Adding: Joyce Chao F 9-8-1964 519 6 2741 N2L 8U6 
Adding: Nick Sommer M 2-11-1968 519 565 4544 N2L 2C8 
Adding: Colton Abramova M 25-2-1978 519 151 6396 N2L 3C3 
Adding: Jillian Heilemann F 27-5-1985 519 691 7409 N2L 3S2 
Adding: Mohammed Wu M 18-11-1976 519 810 7217 N2L 8G4 
Adding: Deborah Zhao F 16-2-1981 519 830 1166 N2L 7T1 
Adding: Jacob Stwalley M 5-5-1972 519 407 3919 N2L 6E4 
Adding: Abbie Kong F 20-8-1973 519 324 4808 N2L 5S1 
Adding: Montana Sanxay F 22-1-1969 519 575 6890 N2L 2N6 
Adding: Dion Sternberg M 26-8-1966 519 83 4964 N2L 9F2 
Adding: Jeffery Giertz M 12-11-1964 519 791 4849 N2L 7S9 
Adding: Kaitlin Rowley F 20-4-1964 519 875 5050 N2L 7S9 
Adding: Holden Coello M 10-6-1976 519 334 7937 N2L 5O2 
Adding: Margaret Campoy F 22-2-1974 519 276 231 N2L 3G1 
Adding: Aliyah Chao F 21-3-1960 519 405 8172 N2L 1A6 
Adding: Abby Koung F 11-5-1977 519 474 921 N2L 5E6 
Adding: Adriana Barshai F 3-8-1978 519 295 4938 N2L 6C4 
